CommonCompleteCount,MeanEigenRatio,MeanEllipseIrregularityPct,CentreSpread,MeanFlatAxisDeg,MeanSteepAxisDeg,SpatialUnit
6,0.994721675208629,NaN,2.62656795929264,2.79414386804676,92.7941438680468,source pixels
