CommonCompleteCount,MeanEigenRatio,MeanEllipseIrregularityPct,CentreSpread,MeanFlatAxisDeg,MeanSteepAxisDeg,SpatialUnit
6,0.994754989983765,NaN,2.24059842550779,3.62415208967119,93.6241520896712,source pixels
